stop_code,stop_lat,zone_id,stop_lon,stop_id,parent_station,stop_desc,stop_name,location_type
0104,-36.874990000000004,merged_28,174.73521000000002,stop_0001,,,Morningside Train Station,0
0105,-36.89714,merged_29,174.6991,stop_0002,,,Avondale Train Station,0
0115,-36.86972,merged_28,174.77883,stop_0003,,,Newmarket Train Station,0
0118,-36.86796,merged_29,174.75898999999998,stop_0004,,,Mt Eden Train Station,0
0119,-36.87768,merged_29,174.72045,stop_0005,,,Baldwin Ave Train Station,0
0120,-36.88478,merged_29,174.71409,stop_0006,,,Mt Albert Train Station,0
0121,-36.89687,merged_28,174.63201,stop_0007,,,Sunnyvale Train Station,0
0122,-36.87251,merged_29,174.74453,stop_0008,,,Kingsland Train Station,0
0123,-36.91067,merged_28,174.66707,stop_0009,,,Fruitvale Rd Train Station,0
0124,-36.910270000000004,merged_28,174.65317,stop_0010,,,Glen Eden Train Station,0
0125,-36.881009999999996,merged_28,174.63097,stop_0011,,,Henderson Train Station,0
0126,-36.873470000000005,merged_28,174.62082,stop_0012,,,Sturges Rd Train Station,0
0127,-36.86618,merged_28,174.5763,stop_0013,,,Swanson Train Station,0
0128,-36.867940000000004,merged_28,174.60334,stop_0014,,,Ranui Train Station,0
0129,-36.90939,merged_29,174.68405,stop_0015,,,New Lynn Train Station,0
0133,-36.84429,merged_28,174.76848,stop_0016,,,Britomart Train Station,0
0140,-36.854729999999996,merged_29,174.7774,stop_0017,,,Parnell Train Station,0
0277,-36.86561,merged_29,174.76984,stop_0018,,,Grafton Train Station,0
10007,-36.59043,merged_29,174.67467,stop_0019,,,Tauranga Place/Maygrove Village,1
10008,-36.583059999999996,merged_28,174.68597,stop_0020,,,West Hoe Rd/Evelyn Page Retirement Village,1
10036,-36.89758,merged_29,174.8073,stop_0021,,,/Ellerslie,1
10064,-36.76688,merged_28,174.49653999999998,stop_0022,,,State Highway 16/Waimauku Park and Ride,1
10106,-36.78863,merged_28,174.67165,stop_0023,,,/Hobsonville Point Ferry Wharf,1
10132,-36.89801,merged_29,174.6998,stop_0024,,,Rail Bus Stops St Jude St,1
10134,-36.91065,merged_29,174.66869,stop_0025,,,Fruitvale Rd Station Rail Bus Stops,1
10136,-36.89938,merged_28,174.63133,stop_0026,,,Seymour Rd/Sunnyvale Station,1
10138,-36.86792,merged_29,174.60411000000002,stop_0027,,,Ranui Station Rail Bus Stops,1
10140,-36.8492,merged_29,174.54432,stop_0028,,,Township Rd/Waitakere Village,1
10142,-36.58347,merged_29,174.68119,stop_0029,,,Grovenor Drive/The Ritz,1
10143,-36.58598,merged_28,174.68155,stop_0030,,,/63 Grovenor Drive,1
10149,-36.90315,merged_28,174.9336,stop_0031,,,Cook St/Gibraltar St,1
10152,-36.78856,merged_28,175.09714,stop_0032,,,Waiheke Rd near Belle Tce,1
10196,-37.02352,merged_29,174.89562,stop_0033,,,Manurewa Interchange,1
10213,-37.192609999999995,merged_29,174.76004,stop_0034,,,Glenbrook Rd/Glenbrook Station Rd,1
10282,-36.94571,merged_29,174.96481,stop_0035,,,Whitford Maraetai Rd/Whitford Village,1
1031,-36.85241,merged_29,174.77051,stop_0036,stop_0122,,Opp 8 Grafton Rd,0
10344,-36.61197,merged_29,174.7786,stop_0037,,,Whangaparaoa Rd/Gulf Harbour Drive Roundabout,1
1043,-36.87604,merged_28,174.75137,stop_0038,stop_0400,,Stop C Valley Rd Shops,0
1049,-36.862120000000004,merged_28,174.70865,stop_0039,stop_0607,,243 Meola Rd,0
10505,-36.819320000000005,merged_29,175.05815,stop_0040,,,Rocky Bay,1
1051,-36.85908,merged_28,174.71487,stop_0041,stop_0606,,Meola Rd Opp MOTAT 2,0
10511,-37.01715,merged_28,174.94016000000002,stop_0042,,,Alfriston Primary,1
10512,-37.01813,merged_28,174.91814,stop_0043,,,Alfriston College,1
10524,-36.72538,merged_28,174.69602,stop_0044,,,Dairy Flat Highway/Albany Village,1
1054,-36.85966,merged_28,174.71392,stop_0045,stop_0606,,Meola Rd outside MOTAT 2,0
1056,-36.86229,merged_28,174.70846,stop_0046,stop_0607,,240 Meola Rd,0
1076,-36.88968,merged_29,174.75884,stop_0047,stop_0405,,Opp 59 Balmoral Rd,0
1077,-36.88347,merged_28,174.73201,stop_0048,stop_0699,,65 St Lukes Rd,0
1079,-36.84877,merged_29,174.75734,stop_0049,stop_0608,,137 Wellesley St,0
1081,-36.889720000000004,merged_29,174.6781,stop_0050,stop_0201,,95 Avondale Rd,0
1083,-36.849959999999996,merged_29,174.76147,stop_0051,stop_0609,,Wellesley St near Hobson St,0
1088,-36.84977,merged_28,174.76033999999999,stop_0052,stop_0628,,Wellesley St opp Albion Hotel,0
1090,-36.84935,merged_28,174.75893,stop_0053,stop_0629,,Opp 103 Wellesley St,0
1094,-36.85093,merged_29,174.76487,stop_0054,stop_0685,,10 Wellesley St,0
1096,-36.85324,merged_28,174.77074,stop_0055,stop_0122,,10 Grafton Rd,0
1097,-36.89488,merged_28,174.77958,stop_0056,stop_0531,,Greenlane Clinical Centre Building 17,0
11000,-36.84424,merged_28,174.76837,stop_0057,,,Commerce St/Britomart,1
11002,-36.84583,merged_29,174.76621,stop_0058,,,Queen St and Fort,1
11003,-36.84682,merged_28,174.76591000000002,stop_0059,,,Queen St/Vulcan Lane,1
11004,-36.84798,merged_29,174.76557,stop_0060,,,Queen St/Durham St,1
11007,-36.84775,merged_29,174.76113999999998,stop_0061,,,Victoria St West/Hobson St,1
11008,-36.84813,merged_29,174.74748,stop_0062,,,College Hill/Mercy Hospice,1
11009,-36.847,merged_29,174.7438,stop_0063,,,Jervois Rd/Three Lamps,1
11011,-36.85183,merged_29,174.76099,stop_0064,,,Mayoral Drive/Aotea Centre,1
11012,-36.85025,merged_29,174.76189,stop_0065,,,Wellesley St/Albert St,1
11013,-36.8499,merged_28,174.7649,stop_0066,,,Queen St/Wellesley St,1
11014,-36.85111,merged_28,174.76428,stop_0067,,,Civic Centre/Wellesley St,1
11015,-36.84857,merged_28,174.76242,stop_0068,,,Victoria St West/Sky Tower,1
11016,-36.84539,merged_28,174.76295,stop_0069,,,Hobson St/Swanson St,1
11017,-36.84698,merged_28,174.76223000000002,stop_0070,,,Hobson St and Gorst,1
11018,-36.84539,merged_28,174.76973999999998,stop_0071,,,Customs St East/Britomart Place,1
11019,-36.84883,merged_29,174.76488,stop_0072,,,Victoria St West/Queen St,1
11020,-36.853429999999996,merged_28,174.76334,stop_0073,,,Queen St/Auckland Town Hall,1
11021,-36.85603,merged_28,174.76216000000002,stop_0074,,,Queen St/Myers Park,1
11022,-36.85703,merged_28,174.76174,stop_0075,,,Queen St/Karangahape Rd,1
11023,-36.850559999999994,merged_28,174.76062,stop_0076,,,Hobson St/St Matthews-in-the-City,1
11024,-36.85275,merged_28,174.7593,stop_0077,,,Hobson St/Nicholas St,1
11026,-36.85588,merged_29,174.75914,stop_0078,,,Pitt St/YMCA,1
11028,-36.84534,merged_29,174.76174,stop_0079,,,Fanshawe St/Bradnor Lane,1
11029,-36.84467,merged_29,174.76197,stop_0080,,,Sturdee St/Market Lane,1
11030,-36.845890000000004,merged_29,174.75788,stop_0081,,,Fanshawe St/Bouzaid Way,1
11031,-36.84567,merged_28,174.75542,stop_0082,,,Fanshawe St/Victoria Park,1
11032,-36.847770000000004,merged_29,174.75882,stop_0083,,,Victoria St West/Graham St,1
11033,-36.84786,merged_29,174.75823,stop_0084,,,Victoria St West/Hardinge St,1
11034,-36.848209999999995,merged_28,174.7548,stop_0085,,,Victoria St West/Victoria Park Market,1
11035,-36.845890000000004,merged_29,174.74784,stop_0086,,,New St/St Marys College,1
11036,-36.84815,merged_28,174.75241,stop_0087,,,Victoria St West/Franklin Rd,1
11037,-36.848240000000004,merged_28,174.75,stop_0088,,,College Hill/Gudgeon St,1
11038,-36.84852,merged_29,174.74854,stop_0089,,,College Hill/England St,1
11039,-36.84516,merged_28,174.74076000000002,stop_0090,,,Jervois Rd/St Stephen's Church,1
11040,-36.8452,merged_28,174.73716000000002,stop_0091,,,Jervois Rd/John St,1
11041,-36.84541,merged_29,174.73484,stop_0092,,,Jervois Rd/Lawrence St,1
11042,-36.84738,merged_28,174.73192,stop_0093,,,Jervois Rd/Bayfield School,1
11043,-36.84822,merged_28,174.72881999999998,stop_0094,,,Jervois Rd/Masons Ave,1
11044,-36.84834,merged_29,174.74393,stop_0095,,,Ponsonby Rd/Pompallier Terrace,1
11045,-36.849309999999996,merged_29,174.744,stop_0096,,,Ponsonby Rd/All Saints Anglican Church,1
11046,-36.85091,merged_29,174.74451000000002,stop_0097,,,Ponsonby Rd/Ponsonby Methodist Church,1
11047,-36.85191,merged_28,174.74501999999998,stop_0098,,,Ponsonby Rd/Summer St,1
11048,-36.85257,merged_29,174.74505,stop_0099,,,Ponsonby Rd/Summer St,1
11049,-36.854440000000004,merged_29,174.74598,stop_0100,,,Ponsonby Rd/Collingwood St,1
11050,-36.856590000000004,merged_28,174.74716999999998,stop_0101,,,Ponsonby Rd/Picton St,1
11051,-36.85757,merged_29,174.74896,stop_0102,,,Ponsonby Rd/Western Park,1
11053,-36.8593,merged_28,174.75212,stop_0103,,,Ponsonby Rd/Karangahape Rd,1
11054,-36.8601,merged_28,174.75238000000002,stop_0104,,,Great North Rd/Ponsonby Rd,1
11055,-36.858290000000004,merged_28,174.75607,stop_0105,,,Karangahape Rd/Motorway Overbridge,1
11056,-36.85787,merged_28,174.76084,stop_0106,,,Karangahape Rd/Queen St,1
11057,-36.85731,merged_29,174.75904,stop_0107,,,Karangahape Rd/Pitt St,1
11058,-36.851659999999995,merged_29,174.74958999999998,stop_0108,,,Wellington St/Franklin Rd,1
11060,-36.85236,merged_28,174.75246,stop_0109,,,Wellington St/Freemans Bay School,1
11061,-36.85407,merged_29,174.75423999999998,stop_0110,,,Howe St/Western Park,1
11062,-36.85618,merged_29,174.75461,stop_0111,,,Howe St/Auckland Girls' Grammar,1
11063,-36.85778,merged_29,174.75486,stop_0112,,,Howe St/Hopetoun St,1
11066,-36.84644,merged_28,174.77187,stop_0113,,,Anzac Ave/Beach Rd,1
11067,-36.84863,merged_28,174.77041,stop_0114,,,Waterloo Quadrant/Auckland High Court,1
11068,-36.85163,merged_29,174.76958,stop_0115,,,Alfred St/University General Library,1
11069,-36.85194,merged_28,174.76651,stop_0116,,,Wellesley St East/Auckland Art Gallery,1
11070,-36.8528,merged_28,174.76716000000002,stop_0117,,,Wellesley St East/AUT City Campus,1
11071,-36.85266,merged_29,174.76563000000002,stop_0118,,,Mayoral Drive/AUT,1
11072,-36.850559999999994,merged_29,174.77213,stop_0119,,,Symonds St/St Andrew's (Waterloo Quadrant),1
11073,-36.84698,merged_29,174.77318,stop_0120,,,Beach Rd/Spark Arena,1
11075,-36.85067,merged_28,174.77455,stop_0121,,,Beach Rd/Churchill St,1
11076,-36.85241,merged_29,174.77051,stop_0122,,,Grafton Rd/University of Auckland,1
11077,-36.85427,merged_28,174.76789,stop_0123,,,Symonds St/St Paul's Church (Universities),1
11078,-36.85508,merged_29,174.76583,stop_0124,,,Wakefield St/Wakefield St,1
11079,-36.857409999999994,merged_28,174.76449,stop_0125,,,Symonds St/Karangahape Rd,1
11080,-36.859,merged_29,174.76336,stop_0126,,,Symonds St/Cemetery,1
11081,-36.85716,merged_28,174.74266,stop_0127,,,Richmond Rd/Leighton St,1
11082,-36.85683,merged_28,174.74017,stop_0128,,,Richmond Rd/Richmond Rd School,1
11083,-36.85517,merged_28,174.7391,stop_0129,,,Richmond Rd/Norfolk St,1
11084,-36.854,merged_28,174.73518,stop_0130,,,Richmond Rd/Westmoreland St,1
11085,-36.85455,merged_29,174.73178000000001,stop_0131,,,Richmond Rd/Regina St,1
11086,-36.85566,merged_29,174.72991000000002,stop_0132,,,Richmond Rd/Peel St,1
11087,-36.85885,merged_29,174.73084,stop_0133,,,Richmond Rd/Francis St,1
11089,-36.84969,merged_28,174.7284,stop_0134,,,West End Rd/Jervois Rd,1
11090,-36.85172,merged_29,174.72246,stop_0135,,,West End Rd/West End Lawn Tennis Club,1
11091,-36.85232,merged_28,174.71981,stop_0136,,,West End Rd/Kotare Ave,1
11092,-36.85452,merged_29,174.71868,stop_0137,,,Garnet Rd/Westmere Shops,1
11093,-36.85683,merged_28,174.72133,stop_0138,,,Garnet Rd/Dorset St,1
11094,-36.8591,merged_28,174.72343999999998,stop_0139,,,Garnet Rd/Westmere School,1
11095,-36.86111,merged_29,174.72457,stop_0140,,,Garnet Rd/Old Mill Rd,1
11096,-36.86233,merged_29,174.72652,stop_0141,,,Old Mill Rd/Francis St,1
11097,-36.86337,merged_28,174.73035,stop_0142,,,Surrey Crescent/Old Mill Rd,1
11098,-36.86217,merged_28,174.73318,stop_0143,,,Surrey Crescent/Richmond Rd,1
11099,-36.86287,merged_29,174.73622,stop_0144,,,Surrey Crescent/Grey Lynn School,1
11105,-36.86157,merged_28,174.75055,stop_0145,,,Great North Rd/Burns St,1
11106,-36.86347,merged_29,174.74818,stop_0146,,,Great North Rd/Sussex St,1
11107,-36.86479,merged_28,174.74647,stop_0147,,,Great North Rd/King St,1
11108,-36.8656,merged_28,174.74403999999998,stop_0148,,,Great North Rd/Bond St,1
11109,-36.86645,merged_28,174.74153,stop_0149,,,Great North Rd/Northland St,1
11110,-36.86699,merged_29,174.73994,stop_0150,,,Great North Rd/St Joseph's Church,1
11111,-36.8639,merged_28,174.73492,stop_0151,,,Great North Rd/Grey Lynn School,1
11112,-36.86615,merged_28,174.73094,stop_0152,,,Great North Rd/Bullock Track,1
11113,-36.86769,merged_28,174.72851,stop_0153,,,Great North Rd/MOTAT,1
11114,-36.86821,merged_29,174.72483,stop_0154,,,Great North Rd/Western Springs Park,1
11115,-36.86804,merged_28,174.71954,stop_0155,,,Great North Rd/Motions Rd & Auckland Zoo,1
11116,-36.86862,merged_29,174.71565,stop_0156,,,Great North Rd/Pasadena Shops,1
11117,-36.86923,merged_28,174.71336000000002,stop_0157,,,Great North Rd/Pt Chevalier RSA,1
11118,-36.87023,merged_29,174.71125,stop_0158,,,Great North Rd/Pt Chevalier Shops,1
11119,-36.86993,merged_28,174.70986000000002,stop_0159,,,Pt Chevalier Rd/Pt Chevalier Shops,1
11120,-36.8681,merged_28,174.70862,stop_0160,,,Pt Chevalier Rd/Alberta St,1
11121,-36.86573,merged_29,174.7068,stop_0161,,,Pt Chevalier Rd/Wakatipu St,1
11122,-36.86439,merged_29,174.70578999999998,stop_0162,,,Pt Chevalier Rd/Walker Rd,1
11123,-36.86678,merged_29,174.70205,stop_0163,,,Walker Rd/Muripara Ave,1
11124,-36.86612,merged_28,174.70051999999998,stop_0164,,,Wainoni Ave/Maranui Ave,1
11125,-36.86646,merged_28,174.69785,stop_0165,,,Selwyn Village/Christ's Hospital,1
11126,-36.865390000000005,merged_28,174.69898999999998,stop_0166,,,/Selwyn Village,1
11127,-36.86412,merged_28,174.70158999999998,stop_0167,,,Target St/Selwyn Village,1
11128,-36.863620000000004,merged_28,174.70265,stop_0168,,,Target St/Walker Park,1
11129,-36.86253,merged_28,174.70439,stop_0169,,,Pt Chevalier Rd/Target St,1
11130,-36.8611,merged_28,174.70331000000002,stop_0170,,,Pt Chevalier Rd/Pt Chevalier School,1
11131,-36.859359999999995,merged_29,174.7025,stop_0171,,,Pt Chevalier Rd/Dignan St,1
11132,-36.85683,merged_29,174.70343,stop_0172,,,Pt Chevalier Rd/Oliver St,1
11133,-36.85467,merged_28,174.70416,stop_0173,,,Pt Chevalier Rd/Johnstone St,1
11134,-36.85267,merged_29,174.70428,stop_0174,,,Pt Chevalier Rd/Coyle Park,1
11135,-36.86223,merged_29,174.71815,stop_0175,,,/Western Springs College Bus Bay,1
11138,-36.88008,merged_28,174.70223000000001,stop_0176,,,Great North Rd/Alford St,1
11139,-36.88256,merged_29,174.70148999999998,stop_0177,,,Great North Rd/Methodist Church,1
11140,-36.884409999999995,merged_28,174.70099,stop_0178,,,Great North Rd/Fairlands Ave,1
11141,-36.887409999999996,merged_28,174.69932,stop_0179,,,Great North Rd/Roberton Rd,1
11143,-36.89282,merged_29,174.69607,stop_0180,,,Great North Rd/Avondale Police Station,1
11144,-36.89635,merged_28,174.69718,stop_0181,,,/Avondale,1
11145,-36.90194,merged_29,174.69263999999998,stop_0182,,,Great North Rd/St Mary's Church,1
11146,-36.90401,merged_29,174.688,stop_0183,,,Great North Rd/Portage Rd,1
11148,-36.90927,merged_28,174.68386,stop_0184,,,/New Lynn Station,1
11149,-36.8945,merged_29,174.69607,stop_0185,,,Rosebank Rd/Avondale Shops,1
11150,-36.89338,merged_28,174.69159,stop_0186,,,Rosebank Rd/Aspen St,1
11152,-36.89008,merged_28,174.68795,stop_0187,,,Avondale College Bus Bay,1
11153,-36.89073,merged_28,174.68765,stop_0188,,,Rosebank Rd/Riversdale Rd,1
11154,-36.88771,merged_28,174.68497,stop_0189,,,Rosebank Rd/Eastdale Reserve,1
11155,-36.88479,merged_28,174.68205,stop_0190,,,Mead St/Rosebank Rd corner,1
11156,-36.88327,merged_29,174.68025,stop_0191,,,Rosebank Rd/Copsey Place,1
11157,-36.88143,merged_29,174.67639,stop_0192,,,Rosebank Rd/Fremlin Place,1
11158,-36.88006,merged_29,174.67289,stop_0193,,,/460 Rosebank Rd,1
11159,-36.87854,merged_28,174.6708,stop_0194,,,/549 and 550 Rosebank Rd,1
11160,-36.875659999999996,merged_29,174.66977,stop_0195,,,Rosebank Rd/Timothy Place,1
11161,-36.873329999999996,merged_29,174.66953,stop_0196,,,Rosebank Rd/Patiki Rd roundabout,1
11162,-36.8704,merged_29,174.66647,stop_0197,,,/41 Patiki Rd,1
11164,-36.88562,merged_29,174.68001999999998,stop_0198,,,Mead St/Waterton Place,1
11165,-36.887170000000005,merged_28,174.67793999999998,stop_0199,,,Mead St/Esmeralda Ave,1
11166,-36.88893,merged_29,174.67651,stop_0200,,,Avondale Rd/Mead St,1
11167,-36.889720000000004,merged_29,174.6781,stop_0201,,,Avondale Rd/Maple St,1
11168,-36.89177,merged_29,174.67774,stop_0202,,,/36 Maple St,1
11169,-36.89332,merged_28,174.67818,stop_0203,,,Maple St/Coronet Place,1
11170,-36.8945,merged_29,174.67979,stop_0204,,,Riversdale Rd/Maple St corner,1
11171,-36.89334,merged_28,174.68278,stop_0205,,,Riversdale Rd/Riversdale Reserve,1
11172,-36.89219,merged_28,174.68558000000002,stop_0206,,,Wairau Ave/Riversdale Rd corner,1
11174,-36.88867,merged_28,174.68198,stop_0207,,,Avondale Rd/Oregon Ave,1
11176,-36.89594,merged_29,174.68808,stop_0208,,,Ash St and Wairau,1
11177,-36.897940000000006,merged_29,174.68405,stop_0209,,,/121 Ash St,1
11184,-36.88698,merged_29,174.70051999999998,stop_0210,,,/Blockhouse Bay Rd at Great North Rd,1
11185,-36.888940000000005,merged_28,174.70053000000001,stop_0211,,,Blockhouse Bay Rd/Craddock St,1
11186,-36.891090000000005,merged_29,174.70067,stop_0212,,,Blockhouse Bay Rd/Powell St,1
11187,-36.89428,merged_28,174.70032,stop_0213,,,Rosebank Rd/Roberton Rd,1
11188,-36.8957,merged_28,174.70094,stop_0214,,,Blockhouse Bay Rd/Tait St,1
11189,-36.89868,merged_29,174.70113999999998,stop_0215,,,Blockhouse Bay Rd/Methuen Rd,1
11190,-36.900459999999995,merged_29,174.70126000000002,stop_0216,,,Blockhouse Bay Rd/Chalmers St,1
11191,-36.9027,merged_28,174.7014,stop_0217,,,Blockhouse Bay Rd/Acton Place,1
11192,-36.90568,merged_29,174.70154,stop_0218,,,Blockhouse Bay Rd/Glenavon Shops,1
11193,-36.9087,merged_29,174.70175,stop_0219,,,Blockhouse Bay Rd/Holbrook St,1
11194,-36.91174,merged_28,174.70192,stop_0220,,,Blockhouse Bay Rd/Margate Rd,1
11195,-36.91323,merged_28,174.70203,stop_0221,,,Blockhouse Bay Rd/Matata St,1
11196,-36.91531,merged_29,174.70215,stop_0222,,,Blockhouse Bay Rd/Puketea St,1
11198,-36.9191,merged_29,174.70238999999998,stop_0223,,,Blockhouse Bay Rd/Rathlin St,1
11199,-36.92264,merged_29,174.70221,stop_0224,,,/Blockhouse Bay,1
11200,-36.92445,merged_28,174.70171000000002,stop_0225,,,/Blockhouse Bay,1
11202,-36.926559999999995,merged_28,174.6974,stop_0226,,,Connaught St/Armagh Rd,1
11206,-36.906459999999996,merged_29,174.70061,stop_0227,,,Wolverton St/Blockhouse Bay Rd,1
11207,-36.90724,merged_28,174.69921000000002,stop_0228,,,Wolverton St/Lansford Crescent,1
11208,-36.90829,merged_29,174.69688,stop_0229,,,Wolverton St/Miranda St,1
11209,-36.909890000000004,merged_28,174.69356000000002,stop_0230,,,Wolverton St/Olympic Park,1
11210,-36.91029,merged_29,174.69458,stop_0231,,,Taylor St/Wolverton St,1
11211,-36.912859999999995,merged_29,174.69615,stop_0232,,,Taylor St/Matata St,1
11212,-36.91408,merged_28,174.69691,stop_0233,,,Taylor St/Chaucer School,1
11213,-36.91564,merged_29,174.69786000000002,stop_0234,,,Taylor St/Puketea St,1
11214,-36.91933,merged_29,174.69988999999998,stop_0235,,,Taylor St/Bolton St,1
11215,-36.91933,merged_29,174.69568999999998,stop_0236,,,/65 and 72 Bolton St,1
11216,-36.91806,merged_28,174.69135,stop_0237,,,Portage Rd/Bolton St,1
11217,-36.91514,merged_29,174.69085,stop_0238,,,Portage Rd/Hill Crescent,1
11223,-36.86231,merged_29,174.76131999999998,stop_0239,,,Symonds St/Upper Symonds St,1
11224,-36.86564,merged_29,174.75996,stop_0240,,,New North Rd/Mt Eden Rd,1
11225,-36.86683,merged_28,174.75697,stop_0241,,,New North Rd/Mt Eden Station,1
11226,-36.868959999999994,merged_28,174.75079,stop_0242,,,New North Rd/George St,1
11227,-36.86978,merged_28,174.74881000000002,stop_0243,,,New North Rd/King St,1
11228,-36.87099,merged_28,174.74797,stop_0244,,,New North Rd/Sandringham Rd,1
11229,-36.87166,merged_28,174.74623,stop_0245,,,New North Rd/Kingsland Shops,1
11231,-36.87296,merged_28,174.74153,stop_0246,,,New North Rd/Kingsland Ave,1
11232,-36.87372,merged_28,174.7374,stop_0247,,,New North Rd/Morningside Drive,1
11234,-36.87597,merged_28,174.73198,stop_0248,,,New North Rd/Rocky Nook Ave,1
11236,-36.87787,merged_29,174.72915,stop_0249,,,New North Rd/St Lukes Rd,1
11237,-36.88001,merged_28,174.72598,stop_0250,,,New North Rd/Rocket Park,1
11238,-36.881209999999996,merged_28,174.72268,stop_0251,,,New North Rd/Alice Wylie Reserve,1
11239,-36.88201,merged_28,174.72032,stop_0252,,,New North Rd/Ferndale House,1
11240,-36.88301,merged_29,174.71707,stop_0253,,,New North Rd/Lloyd Ave,1
11241,-36.8843,merged_29,174.7152,stop_0254,,,New North Rd/Mt Albert Shops,1
11243,-36.886959999999995,merged_28,174.71268999999998,stop_0255,,,/949 and 1028 New North Rd,1
11244,-36.88817,merged_29,174.71129,stop_0256,,,New North Rd/McLeans St,1
11245,-36.88875,merged_29,174.71086,stop_0257,,,New North Rd/Hebron Christian College,1
11246,-36.89152,merged_28,174.708,stop_0258,,,New North Rd/Anderson Park,1
11247,-36.89308,merged_29,174.70648,stop_0259,,,New North Rd/Pak'n'Save,1
11248,-36.89463,merged_29,174.70488999999998,stop_0260,,,New North Rd/Soljak Place,1
11263,-36.87292,merged_29,174.7101,stop_0261,,,Carrington Rd/Mt Albert Unitec Entry 1,1
11264,-36.87509,merged_29,174.71031000000002,stop_0262,,,Carrington Rd/Mt Albert Unitec Entry 2,1
11265,-36.87822,merged_29,174.71087,stop_0263,,,Carrington Rd/Mt Albert Unitec Entry 3,1
11267,-36.879259999999995,merged_28,174.71119,stop_0264,,,Carrington Rd/Gladstone Primary,1
11268,-36.88239,merged_29,174.71318,stop_0265,,,Carrington Rd/Benfield Ave,1
11271,-36.872820000000004,merged_29,174.74678,stop_0266,,,Sandringham Rd/Kowhai Intermediate,1
11272,-36.87514,merged_28,174.74173000000002,stop_0267,,,Sandringham Rd/Eden Park,1
11273,-36.87818,merged_28,174.74061,stop_0268,,,Sandringham Rd/Ward Terrace,1
11274,-36.880340000000004,merged_28,174.73991999999998,stop_0269,,,Sandringham Rd/Gribblehirst Park,1
11275,-36.88303,merged_29,174.73906000000002,stop_0270,,,Sandringham Rd/Aroha Ave,1
11276,-36.88583,merged_29,174.73815,stop_0271,,,Sandringham Rd/St Lukes Rd,1
11277,-36.88727,merged_29,174.73769,stop_0272,,,Sandringham Rd/Edendale Primary,1
11278,-36.889379999999996,merged_29,174.73701,stop_0273,,,Sandringham Rd/Edendale Reserve,1
11279,-36.89178,merged_29,174.73623999999998,stop_0274,,,Sandringham Rd/Sandringham Shops,1
11280,-36.89451,merged_28,174.73535,stop_0275,,,Sandringham Rd/Parry St,1
11281,-36.896570000000004,merged_29,174.73378,stop_0276,,,Sandringham Rd/Mt Albert Rd,1
11282,-36.898959999999995,merged_29,174.73187,stop_0277,,,Sandringham Rd/Walmsley Park,1
11283,-36.90118,merged_29,174.73068,stop_0278,,,Sandringham Rd/Wesley Community Centre,1
11284,-36.902609999999996,merged_28,174.72951,stop_0279,,,Sandringham Rd/Wesley Intermediate,1
11286,-36.878040000000006,merged_28,174.73514,stop_0280,,,Morningside Drive/Leslie Ave,1
11287,-36.88165,merged_29,174.7327,stop_0281,,,Morningside Drive/St Lukes Mall,1
11288,-36.87888,merged_29,174.72857,stop_0282,,,St Lukes Rd/New North Rd,1
11289,-36.88387,merged_28,174.73318999999998,stop_0283,,,St Lukes Rd/St Lukes Mall,1
11290,-36.88498,merged_28,174.73713999999998,stop_0284,,,St Lukes Rd/Sandringham Rd,1
11293,-36.88648,merged_28,174.71921,stop_0285,,,Mt Albert Rd/Kitenui Ave,1
11294,-36.8882,merged_29,174.72177,stop_0286,,,Mt Albert Rd/Toroa Terrace,1
11295,-36.8902,merged_29,174.7243,stop_0287,,,Mt Albert Rd/Alberton,1
11296,-36.89329,merged_28,174.72617,stop_0288,,,Mt Albert Rd/Owairaka Ave Shops,1
11297,-36.89421,merged_28,174.72779,stop_0289,,,Mt Albert Rd/Euston Rd,1
11298,-36.89506,merged_28,174.72975,stop_0290,,,Mt Albert Rd/Beagle Ave,1
11299,-36.895720000000004,merged_28,174.73108,stop_0291,,,Mt Albert Rd/Duncan Ave,1
11300,-36.896359999999994,merged_28,174.73214,stop_0292,,,Mt Albert Rd/Sandringham Rd,1
11306,-36.878240000000005,merged_29,174.72257,stop_0293,,,Wairere Ave and Asquith,1
11308,-36.89392,merged_28,174.72671,stop_0294,,,Owairaka Ave/Owairaka Ave Shops,1
11309,-36.89481,merged_29,174.72294,stop_0295,,,Owairaka Ave/Owairaka Park,1
11310,-36.89545,merged_29,174.71975,stop_0296,,,Owairaka Ave/Hallam St,1
11311,-36.89496,merged_28,174.71748,stop_0297,,,Owairaka Ave/Richardson Rd,1
11315,-36.89395,merged_29,174.70657,stop_0298,,,Hendon Ave/New North Rd,1
11316,-36.89545,merged_29,174.70851000000002,stop_0299,,,Hendon Ave/Harlston Rd,1
11317,-36.89529,merged_29,174.7164,stop_0300,,,Richardson Rd/Owairaka Primary,1
11318,-36.89741,merged_28,174.71813999999998,stop_0301,,,Richardson Rd/Hendon Ave,1
11319,-36.90118,merged_29,174.71978000000001,stop_0302,,,Richardson Rd/Motorway Bridge,1
11321,-36.90481,merged_28,174.72085,stop_0303,,,Richardson Rd/Christ The King School,1
11322,-36.90068,merged_29,174.72148,stop_0304,,,Stoddard Rd/Richardson Rd,1
11324,-36.90372,merged_28,174.72728,stop_0305,,,Stoddard Rd/Countdown,1
11331,-36.90213,merged_29,174.7077,stop_0306,,,/Whitney St at New Windsor Rd,1
